ALL
"PAT_NO	ADM_DATE	DIS_DATE	TOT_NO_DXS	OCCURRENCE	DIAGNOSIS"
"28277395	4/8/00	5/7/00	26	23	112.89"
"					"
"28277395	4/8/00	5/7/00	26	24	369"
"					"
"28277395	4/8/00	5/7/00	26	25	693"
"					"
"28277395	4/8/00	5/7/00	26	26	10930.3"
"					"
"28277869	4/8/00	5/7/00	11	1	427.1"
"					"
"28277869	4/8/00	5/7/00	11	2	428"
"					"
"28277869	4/8/00	5/7/00	11	3	250"
"					"
"28277869	4/8/00	5/7/00	11	4	410.32"
"					"
"28277869	4/8/00	5/7/00	11	5	427.31"
"					"
"28277869	4/8/00	5/7/00	11	6	1010.05"
"					"
"28277869	4/8/00	5/7/00	11	7	553.3"
"					"
"28277869	4/8/00	5/7/00	11	8	1012.5"
"					"
"28277869	4/8/00	5/7/00	11	9	414"
"					"
"28277869	4/8/00	5/7/00	11	10	285.9"
"					"
"28277869	4/8/00	5/7/00	11	11	427.89"
"					"
"28277893	5/10/00	5/13/00	8	1	786.59"
"					"
"28277893	5/10/00	5/13/00	8	2	250"
"					"
"28277893	5/10/00	5/13/00	8	3	530.1"
"					"
"28277893	5/10/00	5/13/00	8	4	272"
"					"
"28277893	5/10/00	5/13/00	8	5	278"
"					"
"28277893	5/10/00	5/13/00	8	6	715.96"
"					"
"28277893	5/10/00	5/13/00	8	7	715.94"
"					"
"28277893	5/10/00	5/13/00	8	8	1012.7"
"					"
"28277917	4/8/00	4/19/00	11	1	414"
"					"
"28277917	4/8/00	4/19/00	11	2	486"
"					"
"28277917	4/8/00	4/19/00	11	3	38.9"
"					"
"28277917	4/8/00	4/19/00	11	4	276.5"
"					"
"28277917	4/8/00	4/19/00	11	5	280"
"					"
"28277917	4/8/00	4/19/00	11	6	585"
"					"
"28277917	4/8/00	4/19/00	11	7	578.9"
"					"
"28277917	4/8/00	4/19/00	11	8	272"
"					"
"28277917	4/8/00	4/19/00	11	9	786.6"
"					"
"28277917	4/8/00	4/19/00	11	10	786.09"
"					"
"28277917	4/8/00	4/19/00	11	11	780.51"
"					"
"28278433	4/8/00	4/19/00	3	1	805.2"
"					"
"28278433	4/8/00	4/19/00	3	2	807.01"
"					"
"28278433	4/8/00	4/19/00	3	3	724.4"
"					"
"28278631	4/8/00	5/27/00	1	1	295.34"
"					"
"28282195	4/26/00	5/3/00	3	1	715.96"
"					"
"28282195	4/26/00	5/3/00	3	2	553.3"
"					"
"28282195	4/26/00	5/3/00	3	3	401.9"
"					"
"28283983	4/28/00	5/9/00	7	1	414"
"					"
"28283983	4/28/00	5/9/00	7	2	411.1"
"					"
"28283983	4/28/00	5/9/00	7	3	424.1"
"					"
"28283983	4/28/00	5/9/00	7	4	997.1"
"					"
"28283983	4/28/00	5/9/00	7	5	427.32"
"					"
"28283983	4/28/00	5/9/00	7	6	401.9"
"					"
"28283983	4/28/00	5/9/00	7	7	600"
"					"
"28286233	4/9/00	4/18/00	2	1	427.1"
"					"
"28286233	4/9/00	4/18/00	2	2	1043.3"
"					"
"28287619	4/10/00	4/15/00	1	1	296.22"
"					"
"28287667	4/10/00	4/12/00	6	1	428"
"					"
"28287667	4/10/00	4/12/00	6	2	427"
"					"
"28287667	4/10/00	4/12/00	6	3	424.1"
"					"
"28287667	4/10/00	4/12/00	6	4	401.9"
"					"
"28287667	4/10/00	4/12/00	6	5	285.9"
"					"
"28287667	4/10/00	4/12/00	6	6	692.9"
"					"
"28288609	4/10/00	4/19/00	8	1	427.32"
"					"
"28288609	4/10/00	4/19/00	8	2	424.1"
"					"
"28288609	4/10/00	4/19/00	8	3	599.7"
"					"
"28288609	4/10/00	4/19/00	8	4	414"
"					"
"28288609	4/10/00	4/19/00	8	5	427.31"
"					"
"28288609	4/10/00	4/19/00	8	6	412"
"					"
"28288609	4/10/00	4/19/00	8	7	1045.81"
"					"
"28288609	4/10/00	4/19/00	8	8	574.2"
"					"
"28291009	5/2/00	5/13/00	6	1	733.1"
"					"
"28291009	5/2/00	5/13/00	6	2	996.4"
"					"
"28291009	5/2/00	5/13/00	6	3	721.3"
"					"
"28291009	5/2/00	5/13/00	6	4	401.9"
"					"
"28291009	5/2/00	5/13/00	6	5	553.3"
"					"
"28291009	5/2/00	5/13/00	6	6	1012.7"
"					"
"28291057	5/26/00	5/28/00	3	1	486"
"					"
"28291057	5/26/00	5/28/00	3	2	276.5"
"					"
"28291057	5/26/00	5/28/00	3	3	382.9"
"					"
"28291675	4/10/00	4/18/00	6	1	410.41"
"					"
"28291675	4/10/00	4/18/00	6	2	578"
"					"
"28291675	4/10/00	4/18/00	6	3	414"
"					"
"28291675	4/10/00	4/18/00	6	4	536.8"
"					"
"28291675	4/10/00	4/18/00	6	5	427.89"
"					"
"28291675	4/10/00	4/18/00	6	6	458.9"
"					"
"28291675	6/9/00	6/13/00	5	1	786.59"
"					"
"28291675	6/9/00	6/13/00	5	2	414.1"
"					"
"28291675	6/9/00	6/13/00	5	3	414"
"					"
"28291675	6/9/00	6/13/00	5	4	412"
"					"
"28291675	6/9/00	6/13/00	5	5	1012.7"
"					"
"28292815	5/22/00	5/26/00	5	1	218"
"					"
"28292815	5/22/00	5/26/00	5	2	218.1"
"					"
"28292815	5/22/00	5/26/00	5	3	218.2"
"					"
"28292815	5/22/00	5/26/00	5	4	617"
"					"
"28292815	5/22/00	5/26/00	5	5	752.41"
"					"
"28296697	5/13/00	5/17/00	3	1	433.1"
"					"
"28296697	5/13/00	5/17/00	3	2	401.9"
"					"
"28296697	5/13/00	5/17/00	3	3	414"
"					"
"28297465	4/22/00	4/24/00	1	1	722.1"
"					"
"28297519	4/29/00	5/1/00	1	1	174.2"
"					"
"28298533	4/11/00	5/15/00	8	1	309.81"
"					"
"28298533	4/11/00	5/15/00	8	2	300.14"
"					"
"28298533	4/11/00	5/15/00	8	3	301.89"
"					"
"28298533	4/11/00	5/15/00	8	4	628"
"					"
"28298533	4/11/00	5/15/00	8	5	845"
"					"
"28298533	4/11/00	5/15/00	8	6	745.5"
"					"
"28298533	4/11/00	5/15/00	8	7	923.2"
"					"
"28298533	4/11/00	5/15/00	8	8	10958.9"
"					"
"28299295	4/11/00	4/13/00	8	1	786.59"
"					"
"28299295	4/11/00	4/13/00	8	2	493.2"
"					"
"28299295	4/11/00	4/13/00	8	3	530.1"
"					"
"28299295	4/11/00	4/13/00	8	4	401.9"
"					"
"28299295	4/11/00	4/13/00	8	5	426.3"
"					"
"28299295	4/11/00	4/13/00	8	6	692.9"
"					"
"28299295	4/11/00	4/13/00	8	7	1012.5"
"					"
"28299295	4/11/00	4/13/00	8	8	1012.7"
"					"
"28300363	4/12/00	4/18/00	2	1	805.4"
"					"
"28300363	4/12/00	4/18/00	2	2	873.54"
"					"
"28300513	4/29/00	5/2/00	2	1	998.1"
"					"
"28300513	4/29/00	5/2/00	2	2	784.7"
"					"
"28301503	4/12/00	4/13/00	1	1	550.1"
"					"
"28301701	6/7/00	6/10/00	3	1	218"
"					"
"28301701	6/7/00	6/10/00	3	2	626.2"
"					"
"28301701	6/7/00	6/10/00	3	3	625.3"
"					"
"28302121	4/17/00	4/20/00	1	1	174.2"
"					"
"28302145	4/12/00	5/23/00	2	1	290.2"
"					"
"28302145	4/12/00	5/23/00	2	2	331"
"					"
"28303357	5/15/00	5/25/00	5	1	188.2"
"					"
"28303357	5/15/00	5/25/00	5	2	427.31"
"					"
"28303357	5/15/00	5/25/00	5	3	591"
"					"
"28303357	5/15/00	5/25/00	5	4	593.3"
"					"
"28303357	5/15/00	5/25/00	5	5	600"
"					"
"28303459	4/16/00	4/19/00	3	1	414"
"					"
"28303459	4/16/00	4/19/00	3	2	411.1"
"					"
"28303459	4/16/00	4/19/00	3	3	272"
"					"
"28303531	4/12/00	4/18/00	5	1	410.41"
"					"
"28303531	4/12/00	4/18/00	5	2	250.9"
"					"
"28303531	4/12/00	4/18/00	5	3	414"
"					"
"28303531	4/12/00	4/18/00	5	4	305.11"
"					"
"28303531	4/12/00	4/18/00	5	5	715.91"
"					"
"28308775	4/13/00	4/23/00	4	1	820.09"
"					"
"28308775	4/13/00	4/23/00	4	2	428"
"					"
"28308775	4/13/00	4/23/00	4	3	427.89"
"					"
"28308775	4/13/00	4/23/00	4	4	427.69"
"					"
"28308829	4/14/00	4/15/00	2	1	493.91"
"					"
"28308829	4/14/00	4/15/00	2	2	381.4"
"					"
"28308829	5/6/00	5/6/00	1	1	493.91"
"					"
"28310713	4/14/00	4/17/00	3	1	434"
"					"
"28310713	4/14/00	4/17/00	3	2	303.9"
"					"
"28310713	4/14/00	4/17/00	3	3	784.5"
"					"
"28311301	4/15/00	4/16/00	1	1	635.11"
"					"
"28312291	4/15/00	4/16/00	2	1	414"
"					"
"28312291	4/15/00	4/16/00	2	2	401.9"
"					"
"28312465	4/16/00	4/19/00	4	1	414"
"					"
"28312465	4/16/00	4/19/00	4	2	411.1"
"					"
"28312465	4/16/00	4/19/00	4	3	427.31"
"					"
"28312465	4/16/00	4/19/00	4	4	458.9"
"					"
"28313683	4/15/00	4/25/00	9	1	410.71"
"					"
"28313683	4/15/00	4/25/00	9	2	998.2"
"					"
"28313683	4/15/00	4/25/00	9	3	427.31"
"					"
"28313683	4/15/00	4/25/00	9	4	427.32"
"					"
"28313683	4/15/00	4/25/00	9	5	599"
"					"
"28313683	4/15/00	4/25/00	9	6	414"
"					"
"28313683	4/15/00	4/25/00	9	7	401.9"
"					"
"28313683	4/15/00	4/25/00	9	8	780.6"
"					"
"28313683	4/15/00	4/25/00	9	9	41.4"
"					"
"28313683	5/27/00	6/16/00	12	1	411.1"
"					"
"28313683	5/27/00	6/16/00	12	2	998.2"
"					"
"28313683	5/27/00	6/16/00	12	3	997.5"
"					"
"28313683	5/27/00	6/16/00	12	4	599"
"					"
"28313683	5/27/00	6/16/00	12	5	997.1"
"					"
"28313683	5/27/00	6/16/00	12	6	427.32"
"					"
"28313683	5/27/00	6/16/00	12	7	10870.8"
"					"
"28313683	5/27/00	6/16/00	12	8	410.42"
"					"
"28313683	5/27/00	6/16/00	12	9	427.89"
"					"
"28313683	5/27/00	6/16/00	12	10	490"
"					"
"28313683	5/27/00	6/16/00	12	11	401.9"
"					"
"28313683	5/27/00	6/16/00	12	12	272"
"					"
"28313731	4/15/00	4/19/00	7	1	410.01"
"					"
"28313731	4/15/00	4/19/00	7	2	682.6"
"					"
"28313731	4/15/00	4/19/00	7	3	414"
"					"
"28313731	4/15/00	4/19/00	7	4	714"
"					"
"28313731	4/15/00	4/19/00	7	5	300"
"					"
"28313731	4/15/00	4/19/00	7	6	278"
"					"
"28313731	4/15/00	4/19/00	7	7	1043.6"
"					"
"28314295	4/18/00	4/19/00	2	1	414"
"					"
"28314295	4/18/00	4/19/00	2	2	496"
"					"
"28314295	6/6/00	6/7/00	4	1	414"
"					"
"28314295	6/6/00	6/7/00	4	2	496"
"					"
"28314295	6/6/00	6/7/00	4	3	427.31"
"					"
"28314295	6/6/00	6/7/00	4	4	1045"
"					"
"28314373	4/15/00	4/19/00	4	1	411.1"
"					"
"28314373	4/15/00	4/19/00	4	2	414"
"					"
"28314373	4/15/00	4/19/00	4	3	401.9"
"					"
"28314373	4/15/00	4/19/00	4	4	1012.5"
"					"
"28315339	4/15/00	4/16/00	1	1	309.28"
"					"
"28315537	5/24/00	5/25/00	2	1	664.01"
"					"
"28315537	5/24/00	5/25/00	2	2	1027"
"					"
"28315561	5/10/00	5/16/00	10	1	38.49"
"					"
"28315561	5/10/00	5/16/00	10	2	427.31"
"					"
"28315561	5/10/00	5/16/00	10	3	599"
"					"
"28315561	5/10/00	5/16/00	10	4	276.8"
"					"
"28315561	5/10/00	5/16/00	10	5	276.5"
"					"
"28315561	5/10/00	5/16/00	10	6	1012.5"
"					"
"28315561	5/10/00	5/16/00	10	7	401.9"
"					"
"28315561	5/10/00	5/16/00	10	8	715.9"
"					"
"28315561	5/10/00	5/16/00	10	9	290"
"					"
"28315561	5/10/00	5/16/00	10	10	593.9"
"					"
"28316107	5/20/00	5/23/00	4	1	618.5"
"					"
"28316107	5/20/00	5/23/00	4	2	401.9"
"					"
"28316107	5/20/00	5/23/00	4	3	244.9"
"					"
"28316107	5/20/00	5/23/00	4	4	716.9"
"					"
"28316527	5/3/00	5/6/00	5	1	997.5"
"					"
"28316527	5/3/00	5/6/00	5	2	788.2"
"					"
"28316527	5/3/00	5/6/00	5	3	599.6"
"					"
"28316527	5/3/00	5/6/00	5	4	414"
"					"
"28316527	5/3/00	5/6/00	5	5	553.3"
"					"
"28316551	4/16/00	5/31/00	10	1	808"
"					"
"28316551	4/16/00	5/31/00	10	2	854.06"
"					"
"28316551	4/16/00	5/31/00	10	3	868.09"
"					"
"28316551	4/16/00	5/31/00	10	4	867"
"					"
"28316551	4/16/00	5/31/00	10	5	518.81"
"					"
"28316551	4/16/00	5/31/00	10	6	428"
"					"
"28316551	4/16/00	5/31/00	10	7	453.8"
"					"
"28316551	4/16/00	5/31/00	10	8	997.2"
"					"
"28316551	4/16/00	5/31/00	10	9	444.9"
"					"
"28316551	4/16/00	5/31/00	10	10	112.1"
"					"
"28316551	5/31/00	6/25/00	8	1	719.75"
"					"
"28316551	5/31/00	6/25/00	8	2	854.06"
"					"
"28316551	5/31/00	6/25/00	8	3	808.2"
"					"
"28316551	5/31/00	6/25/00	8	4	808"
"					"
"28316551	5/31/00	6/25/00	8	5	808.41"
"					"
"28316551	5/31/00	6/25/00	8	6	355.3"
"					"
"28316551	5/31/00	6/25/00	8	7	1045.89"
"					"
"28316551	5/31/00	6/25/00	8	8	1012.5"
"					"
"28317145	4/15/00	4/16/00	1	1	569.42"
"					"
"28317223	4/15/00	4/20/00	2	1	410.11"
"					"
"28317223	4/15/00	4/20/00	2	2	414"
"					"
"28317937	4/16/00	4/20/00	7	1	276.5"
"					"
"28317937	4/16/00	4/20/00	7	2	358"
"					"
"28317937	4/16/00	4/20/00	7	3	276.8"
"					"
"28317937	4/16/00	4/20/00	7	4	401.9"
"					"
"28317937	4/16/00	4/20/00	7	5	458"
"					"
"28317937	4/16/00	4/20/00	7	6	275.2"
"					"
"28317937	4/16/00	4/20/00	7	7	1045.6"
"					"
"28317961	4/16/00	4/21/00	4	1	540"
"					"
"28317961	4/16/00	4/21/00	4	2	998.8"
"					"
"28317961	4/16/00	4/21/00	4	3	41.4"
"					"
"28317961	4/16/00	4/21/00	4	4	780.6"
"					"
"28319773	4/16/00	4/22/00	5	1	411.1"
"					"
"28319773	4/16/00	4/22/00	5	2	414"
"					"
"28319773	4/16/00	4/22/00	5	3	411.81"
"					"
"28319773	4/16/00	4/22/00	5	4	272"
"					"
"28319773	4/16/00	4/22/00	5	5	530.1"
"					"
"28320313	4/19/00	5/3/00	7	1	250.7"
"					"
"28320313	4/19/00	5/3/00	7	2	785.4"
"					"
"28320313	4/19/00	5/3/00	7	3	707.1"
"					"
"28320313	4/19/00	5/3/00	7	4	345.1"
"					"
"28320313	4/19/00	5/3/00	7	5	443.81"
"					"
"28320313	4/19/00	5/3/00	7	6	401.9"
"					"
"28320313	4/19/00	5/3/00	7	7	1012.5"
"					"
"28320883	4/16/00	4/17/00	14	1	342.9"
"					"
"28320883	4/16/00	4/17/00	14	2	428"
"					"
"28320883	4/16/00	4/17/00	14	3	250.41"
"					"
"28320883	4/16/00	4/17/00	14	4	403.91"
"					"
"28320883	4/16/00	4/17/00	14	5	584.9"
"					"
"28320883	4/16/00	4/17/00	14	6	250.61"
"					"
"28320883	4/16/00	4/17/00	14	7	250.51"
"					"
"28320883	4/16/00	4/17/00	14	8	784.3"
"					"
"28320883	4/16/00	4/17/00	14	9	438"
"					"
"28320883	4/16/00	4/17/00	14	10	583.81"
"					"
"28320883	4/16/00	4/17/00	14	11	357.2"
"					"
"28320883	4/16/00	4/17/00	14	12	412"
"					"
"28320883	4/16/00	4/17/00	14	13	443.9"
"					"
"28320883	4/16/00	4/17/00	14	14	362.01"
"					"
"28320883	4/17/00	5/17/00	20	1	428"
"					"
"28320883	4/17/00	5/17/00	20	2	250.41"
"					"
"28320883	4/17/00	5/17/00	20	3	403.91"
"					"
"28320883	4/17/00	5/17/00	20	4	584.9"
"					"
"28320883	4/17/00	5/17/00	20	5	250.61"
"					"
"28320883	4/17/00	5/17/00	20	6	599"
"					"
"28320883	4/17/00	5/17/00	20	7	276"
"					"
"28320883	4/17/00	5/17/00	20	8	787.2"
"					"
"28320883	4/17/00	5/17/00	20	9	784.3"
"					"
"28320883	4/17/00	5/17/00	20	10	342.9"
"					"
"28320883	4/17/00	5/17/00	20	11	438"
"					"
"28320883	4/17/00	5/17/00	20	12	583.81"
"					"
"28320883	4/17/00	5/17/00	20	13	357.2"
"					"
"28320883	4/17/00	5/17/00	20	14	443.9"
"					"
"28320883	4/17/00	5/17/00	20	15	414"
"					"
"28320883	4/17/00	5/17/00	20	16	412"
"					"
"28320883	4/17/00	5/17/00	20	17	285.9"
"					"
"28320883	4/17/00	5/17/00	20	18	41.3"
"					"
"28320883	4/17/00	5/17/00	20	19	41.8"
"					"
"28320883	4/17/00	5/17/00	20	20	891"
"					"
"28320883	5/17/00	6/14/00	14	1	342.9"
"					"
"28320883	5/17/00	6/14/00	14	2	250.61"
"					"
"28320883	5/17/00	6/14/00	14	3	250.51"
"					"
"28320883	5/17/00	6/14/00	14	4	250.41"
"					"
"28320883	5/17/00	6/14/00	14	5	403.91"
"					"
"28320883	5/17/00	6/14/00	14	6	428"
"					"
"28320883	5/17/00	6/14/00	14	7	599"
"					"
"28320883	5/17/00	6/14/00	14	8	276.5"
"					"
"28320883	5/17/00	6/14/00	14	9	784.3"
"					"
"28320883	5/17/00	6/14/00	14	10	438"
"					"
"28320883	5/17/00	6/14/00	14	11	357.2"
"					"
"28320883	5/17/00	6/14/00	14	12	362.01"
"					"
"28320883	5/17/00	6/14/00	14	13	41.8"
"					"
"28320883	5/17/00	6/14/00	14	14	410.82"
"					"
"28322617	4/21/00	5/4/00	4	1	997.4"
"					"
"28322617	4/21/00	5/4/00	4	2	560.9"
"					"
"28322617	4/21/00	5/4/00	4	3	40.2"
"					"
"28322617	4/21/00	5/4/00	4	4	346.9"
"					"
"28322743	4/16/00	4/20/00	4	1	807.02"
"					"
"28322743	4/16/00	4/20/00	4	2	860.4"
"					"
"28322743	4/16/00	4/20/00	4	3	861.21"
"					"
"28322743	4/16/00	4/20/00	4	4	824"
"					"
"28325761	4/23/00	4/24/00	1	1	574.1"
"					"
"28327165	4/17/00	5/3/00	8	1	781.2"
"					"
"28327165	4/17/00	5/3/00	8	2	799.3"
"					"
"28327165	4/17/00	5/3/00	8	3	342.9"
"					"
"28327165	4/17/00	5/3/00	8	4	438"
"					"
"28327165	4/17/00	5/3/00	8	5	412"
"					"
"28327165	4/17/00	5/3/00	8	6	596.5"
"					"
"28327165	4/17/00	5/3/00	8	7	737.3"
"					"
"28327165	4/17/00	5/3/00	8	8	1012.5"
"					"
"28327585	4/17/00	4/27/00	1	1	191.1"
"					"
"28328929	4/17/00	4/19/00	6	1	786.5"
"					"
"28328929	4/17/00	4/19/00	6	2	746.4"
"					"
"28328929	4/17/00	4/19/00	6	3	553.3"
"					"
"28328929	4/17/00	4/19/00	6	4	272.4"
"					"
"28328929	4/17/00	4/19/00	6	5	493.9"
"					"
"28328929	4/17/00	4/19/00	6	6	786.2"
"					"
"28330681	4/17/00	4/18/00	1	1	959.1"
"					"
"28331275	4/18/00	5/2/00	8	1	410.51"
"					"
"28331275	4/18/00	5/2/00	8	2	428"
"					"
"28331275	4/18/00	5/2/00	8	3	427.31"
"					"
"28331275	4/18/00	5/2/00	8	4	427.32"
"					"
"28331275	4/18/00	5/2/00	8	5	424"
"					"
"28331275	4/18/00	5/2/00	8	6	414"
"					"
"28331275	4/18/00	5/2/00	8	7	412"
"					"
"28331275	4/18/00	5/2/00	8	8	401.9"
"					"
"28331377	5/22/00	5/23/00	3	1	152"
"					"
"28331377	5/22/00	5/23/00	3	2	491.2"
"					"
"28331377	5/22/00	5/23/00	3	3	1064.2"
"					"
"28331425	4/18/00	4/19/00	8	1	414"
"					"
"28331425	4/18/00	4/19/00	8	2	413.9"
"					"
"28331425	4/18/00	4/19/00	8	3	274.9"
"					"
"28331425	4/18/00	4/19/00	8	4	300.22"
"					"
"28331425	4/18/00	4/19/00	8	5	427.89"
"					"
"28331425	4/18/00	4/19/00	8	6	401.9"
"					"
"28331425	4/18/00	4/19/00	8	7	272"
"					"
"28331425	4/18/00	4/19/00	8	8	305.11"
"					"
"28332463	4/18/00	4/26/00	14	1	486"
"					"
"28332463	4/18/00	4/26/00	14	2	427.31"
"					"
"28332463	4/18/00	4/26/00	14	3	428"
"					"
"28332463	4/18/00	4/26/00	14	4	276.5"
"					"
"28332463	4/18/00	4/26/00	14	5	276"
"					"
"28332463	4/18/00	4/26/00	14	6	263.9"
"					"
"28332463	4/18/00	4/26/00	14	7	286.9"
"					"
"28332463	4/18/00	4/26/00	14	8	276.8"
"					"
"28332463	4/18/00	4/26/00	14	9	401.9"
"					"
"28332463	4/18/00	4/26/00	14	10	1012.5"
"					"
"28332463	4/18/00	4/26/00	14	11	298.9"
"					"
"28332463	4/18/00	4/26/00	14	12	365.9"
"					"
"28332463	4/18/00	4/26/00	14	13	275.3"
"					"
"28332463	4/18/00	4/26/00	14	14	454"
"					"
"28332535	4/30/00	5/2/00	4	1	174.8"
"					"
"28332535	4/30/00	5/2/00	4	2	196.3"
"					"
"28332535	4/30/00	5/2/00	4	3	997.1"
"					"
"28332535	4/30/00	5/2/00	4	4	427.89"
"					"
"28332535	5/16/00	5/20/00	5	1	423.9"
"					"
"28332535	5/16/00	5/20/00	5	2	196.3"
"					"
"28332535	5/16/00	5/20/00	5	3	174.2"
"					"
"28332535	5/16/00	5/20/00	5	4	793.1"
"					"
"28332535	5/16/00	5/20/00	5	5	785.6"
"					"
"28332535	6/3/00	6/5/00	1	1	174.8"
"					"
"28333033	4/24/00	4/27/00	4	1	433.1"
"					"
"28333033	4/24/00	4/27/00	4	2	272"
"					"
"28333033	4/24/00	4/27/00	4	3	716.99"
"					"
"28333033	4/24/00	4/27/00	4	4	553.3"
"					"
"28333183	5/28/00	5/30/00	2	1	650"
"					"
"28333183	5/28/00	5/30/00	2	2	1027"
"					"
"28334449	4/18/00	5/2/00	7	1	440.2"
"					"
"28334449	4/18/00	5/2/00	7	2	428"
"					"
"28334449	4/18/00	5/2/00	7	3	785.4"
"					"
"28334449	4/18/00	5/2/00	7	4	414"
"					"
"28334449	4/18/00	5/2/00	7	5	342.9"
"					"
"28334449	4/18/00	5/2/00	7	6	784.3"
"					"
"28334449	4/18/00	5/2/00	7	7	438"
"					"
"28339021	4/19/00	4/23/00	5	1	410.41"
"					"
"28339021	4/19/00	4/23/00	5	2	272.4"
"					"
"28339021	4/19/00	4/23/00	5	3	414"
"					"
"28339021	4/19/00	4/23/00	5	4	458.9"
"					"
"28339021	4/19/00	4/23/00	5	5	1012.7"
"					"
"28339021	5/27/00	5/29/00	5	1	411.1"
"					"
"28339021	5/27/00	5/29/00	5	2	414"
"					"
"28339021	5/27/00	5/29/00	5	3	272"
"					"
"28339021	5/27/00	5/29/00	5	4	1012.7"
"					"
"28339021	5/27/00	5/29/00	5	5	412"
"					"
"28339045	4/19/00	4/20/00	1	1	786.5"
"					"
"28339615	4/19/00	4/26/00	9	1	197.7"
"					"
"28339615	4/19/00	4/26/00	9	2	198.1"
"					"
"28339615	4/19/00	4/26/00	9	3	428"
"					"
"28339615	4/19/00	4/26/00	9	4	1010.52"
"					"
"28339615	4/19/00	4/26/00	9	5	780.6"
"					"
"28339615	4/19/00	4/26/00	9	6	285.9"
"					"
"28339615	4/19/00	4/26/00	9	7	414"
"					"
"28339615	4/19/00	4/26/00	9	8	493.9"
"					"
"28339615	4/19/00	4/26/00	9	9	1045.81"
"					"
"28341421	4/20/00	4/21/00	2	1	289.2"
"					"
"28341421	4/20/00	4/21/00	2	2	540"
"					"
"28342093	4/19/00	4/25/00	3	1	410.11"
"					"
"28342093	4/19/00	4/25/00	3	2	427.1"
"					"
"28342093	4/19/00	4/25/00	3	3	401.9"
"					"
"28342117	4/20/00	4/30/00	3	1	813.01"
"					"
"28342117	4/20/00	4/30/00	3	2	823.22"
"					"
"28342117	4/20/00	4/30/00	3	3	1011.3"
"					"
"28342117	5/7/00	5/8/00	1	1	813.01"
"					"
"28343803	4/22/00	4/25/00	4	1	728.89"
"					"
"28343803	4/22/00	4/25/00	4	2	276.5"
"					"
"28343803	4/22/00	4/25/00	4	3	789"
"					"
"28343803	4/22/00	4/25/00	4	4	562.1"
"					"
"28343875	4/20/00	4/30/00	9	1	431"
"					"
"28343875	4/20/00	4/30/00	9	2	682.3"
"					"
"28343875	4/20/00	4/30/00	9	3	276.8"
"					"
"28343875	4/20/00	4/30/00	9	4	276.3"
"					"
"28343875	4/20/00	4/30/00	9	5	401.9"
"					"
"28343875	4/20/00	4/30/00	9	6	342.9"
"					"
"28343875	4/20/00	4/30/00	9	7	784.3"
"					"
"28343875	4/20/00	4/30/00	9	8	244.9"
"					"
"28343875	4/20/00	4/30/00	9	9	368.46"
"					"
"28343875	4/30/00	5/17/00	10	1	342.9"
"					"
"28343875	4/30/00	5/17/00	10	2	682.3"
"					"
"28343875	4/30/00	5/17/00	10	3	784.3"
"					"
"28343875	4/30/00	5/17/00	10	4	438"
"					"
"28343875	4/30/00	5/17/00	10	5	368.46"
"					"
"28343875	4/30/00	5/17/00	10	6	310.1"
"					"
"28343875	4/30/00	5/17/00	10	7	401.9"
"					"
"28343875	4/30/00	5/17/00	10	8	244.9"
"					"
"28343875	4/30/00	5/17/00	10	9	1010.83"
"					"
"28343875	4/30/00	5/17/00	10	10	1012.5"
"					"
"28345783	4/21/00	4/21/00	1	1	878.4"
"					"
"28347487	4/22/00	4/24/00	4	1	410.41"
"					"
"28347487	4/22/00	4/24/00	4	2	414"
"					"
"28347487	4/22/00	4/24/00	4	3	401.9"
"					"
"28347487	4/22/00	4/24/00	4	4	365.9"
"					"
"28348729	4/22/00	4/27/00	7	1	656.31"
"					"
"28348729	4/22/00	4/27/00	7	2	670.02"
"					"
"28348729	4/22/00	4/27/00	7	3	654.21"
"					"
"28348729	4/22/00	4/27/00	7	4	665.51"
"					"
"28348729	4/22/00	4/27/00	7	5	674.32"
"					"
"28348729	4/22/00	4/27/00	7	6	615.9"
"					"
"28348729	4/22/00	4/27/00	7	7	1027"
"					"
"28348777	4/22/00	4/24/00	3	1	414"
"					"
"28348777	4/22/00	4/24/00	3	2	410.71"
"					"
"28348777	4/22/00	4/24/00	3	3	401.9"
"					"
"28348777	5/21/00	5/22/00	1	1	414"
"					"
"28349371	4/22/00	4/26/00	6	1	427.1"
"					"
"28349371	4/22/00	4/26/00	6	2	996.72"
"					"
"28349371	4/22/00	4/26/00	6	3	447.1"
"					"
"28349371	4/22/00	4/26/00	6	4	414"
"					"
"28349371	4/22/00	4/26/00	6	5	562.11"
"					"
"28349371	4/22/00	4/26/00	6	6	1045.81"
"					"
"28351873	4/22/00	4/26/00	1	1	562.11"
"					"
"28352785	4/23/00	4/24/00	4	1	250.1"
"					"
"28352785	4/23/00	4/24/00	4	2	276.3"
"					"
"28352785	4/23/00	4/24/00	4	3	278"
"					"
"28352785	4/23/00	4/24/00	4	4	704.1"
"					"
"28352863	4/23/00	4/23/00	1	1	886"
"					"
"28352935	4/23/00	4/23/00	3	1	959.1"
"					"
"28352935	4/23/00	4/23/00	3	2	919"
"					"
"28352935	4/23/00	4/23/00	3	3	427.89"
"					"
"28353601	5/10/00	5/15/00	5	1	715.96"
"					"
"28353601	5/10/00	5/15/00	5	2	365.9"
"					"
"28353601	5/10/00	5/15/00	5	3	1012.5"
"					"
